name,area,popall,popcity,companies,worker,industry_comp,big_comp
饶平县所城镇,5200,32644,17307,12,180,11,3
饶平县大埕镇,3195,25502,14867,17,198,14,
饶平县柘林镇,1198,12177,9702,120,2673,19,4
饶平县汫洲镇,3451,56840,51000,168,3655,165,5
饶平县海山镇,5117,67132,21005,330,5790,86,1
榕城区渔湖镇,4422,122978,116347,1233,18463,776,178
榕城区炮台镇,5400,120982,62779,229,10386,105,63
榕城区地都镇,8700,104890,2605,409,12000,350,42
榕城区登岗镇,3504,77968,9194,815,10154,416,14
揭东区云路镇,7879,84859,20494,193,4150,140,39
揭东区玉窖镇,3800,51422,1815,107,3460,57,36
揭东区锡场镇,5069,108156,21234,422,23241,80,52
揭东区新亨镇,9526,106851,70393,366,7352,189,37
揭东区玉湖镇,13500,81338,4450,104,715,99,10
揭东区埔田镇,7312,59589,6850,203,6520,58,21
揭东区霖磐镇,2800,67497,3485,98,25011,58,16
揭东区月城镇,1830,48955,5098,213,2153,202,21
揭东区白塔镇,5965,76733,4269,41,504,41,25
揭东区龙尾镇,4800,24560,2812,30,315,14,7
揭东区桂岭镇,3184,44362,2511,89,806,9,9
揭西县龙潭镇,7796,34616,34616,189,948,8,1
揭西县南山镇,13454,25435,8073,421,2178,251,3
揭西县五经富镇,16860,52083,9477,59,2020,38,2
揭西县京溪园镇,7348,40931,5746,389,4633,190,11
揭西县灰寨镇,5358,35466,5034,193,6322,162,8
揭西县塔头镇,2935,52163,9641,150,1953,129,3
揭西县东园镇,2606,32980,6601,262,1320,9,
揭西县凤江镇,3466,79414,8601,362,15264,322,11
揭西县棉湖镇,3038,106237,57832,445,48687,195,33
揭西县金和镇,4846,65454,14483,96,1876,74,5
揭西县大溪镇,3534,18808,4126,19,152,17,
揭西县钱坑镇,4668,38915,5725,55,1426,30,1
揭西县坪上镇,9299,29467,5890,37,1340,26,1
揭西县五云镇,14598,45679,7186,26,985,18,2
揭西县上砂镇,12589,51472,5943,360,1805,122,
揭西县良田乡,13017,12481,,25,187,,
惠来县惠城镇,17300,158189,158189,928,8440,294,53
惠来县华湖镇,6170,58211,19152,67,3732,29,16
惠来县仙庵镇,8356,84657,35426,325,4216,73,4
惠来县靖海镇,4900,62342,24861,159,3825,50,11
惠来县周田镇,7430,88725,16583,55,553,38,11
惠来县前詹镇,6300,54889,54889,150,1854,10,5
惠来县神泉镇,5086,72023,30139,122,4965,78,25
惠来县东陇镇,5400,94572,13356,15,726,15,9
惠来县岐石镇,4543,75786,16268,14,146,8,3
惠来县隆江镇,13060,135853,42725,551,11923,20,20
惠来县溪西镇,5038,74557,7813,173,2285,92,5
惠来县鳌江镇,6306,54061,11986,57,994,19,7
惠来县东港镇,5284,28714,9508,71,1611,58,7
惠来县葵潭镇,14485,115353,57144,58,2352,1,1
普宁市赤岗镇,2400,47264,14086,127,1810,126,7
普宁市大坝镇,5900,89860,27521,139,2770,136,7
普宁市洪阳镇,6600,140075,68610,209,5940,184,20
普宁市南溪镇,5000,101348,10025,42,260,6,3
普宁市广太镇,3730,58094,2211,18,1669,16,3
普宁市麒麟镇,5600,95621,8809,238,2189,89,6
普宁市南径镇,5289,148631,27496,419,2096,355,7
普宁市占陇镇,5200,186425,9689,672,50080,489,106
普宁市军埠镇,2720,105091,6166,509,38572,301,45
普宁市下架山镇,8200,98800,16488,121,6025,118,16
普宁市高埔镇,10584,61290,12508,85,1500,65,7
普宁市云落镇,10338,51331,16415,41,2157,38,10
普宁市大坪镇,7600,30226,6238,45,2813,32,5
普宁市船埔镇,13300,43019,5258,55,1874,46,3
普宁市梅林镇,14771,52383,16412,37,580,26,6
普宁市里湖镇,8490,91316,43750,298,13620,215,21
普宁市梅塘镇,7600,106913,18288,264,9878,250,22
普宁市后溪乡,8100,10271,587,18,270,16,1
云城区腰古镇,10781,32306,1630,244,3520,123,11
云城区思劳镇,9550,20784,8463,260,2975,220,29
云城区前锋镇,12898,26041,4393,29,387,19,6
云城区南盛镇,13934,34184,1029,21,222,,
云安区六都镇,21455,50579,11580,528,12476,173,66
云安区高村镇,18459,22051,5699,61,876,25,2
云安区白石镇,7231,25702,7011,45,434,13,3
云安区镇安镇,11001,36519,6856,81,856,33,5
云安区富林镇,17233,50031,7612,61,468,20,1
云安区石城镇,18188,46622,7625,280,2043,202,17
云安区都杨镇,25296,45814,4715,326,6090,94,26
新兴县新城镇,11700,136226,96105,780,35000,430,142
新兴县车岗镇,9229,24162,575,67,800,30,9
新兴县水台镇,8473,13960,2798,120,6000,14,14
